scope,source_term,text,label
main_fit,优惠,优惠惠,1
main_fit,优惠,优会,1
main_fit,优惠,优优惠,1
main_fit,优惠,优惠,1
main_fit,优惠,游惠,1
main_fit,优惠,优 惠,1
main_fit,优惠,优回,1
main_fit,优惠,有惠,1
main_fit,您好,您好,1
main_fit,您好,您号,1
main_fit,您好,您 好,1
main_fit,您好,您您好,1
main_fit,您好,您好好,1
main_fit,您好,您豪,1
main_fit,尊敬,尊京,1
main_fit,尊敬,樽敬,1
main_fit,尊敬,尊敬敬,1
main_fit,尊敬,遵敬,1
main_fit,尊敬,尊经,1
main_fit,尊敬,尊尊敬,1
main_fit,尊敬,尊敬,1
main_fit,尊敬,尊 敬,1
main_fit,尊敬的,尊敬-的,1
main_fit,尊敬的,尊-敬的,1
main_fit,尊敬的,尊尊敬的,1
main_fit,尊敬的,遵敬的,1
main_fit,尊敬的,尊敬德,1
main_fit,尊敬的,尊敬得,1
main_fit,尊敬的,樽敬的,1
main_fit,尊敬的,尊 敬 的,1
main_fit,尊敬的,尊敬的,1
main_fit,尊敬的,尊京的,1
main_fit,尊敬的,尊经的,1
main_fit,尊敬的,尊敬 的,1
main_fit,尊敬的,尊敬敬的,1
main_fit,尊敬的,尊 敬的,1
main_fit,敬的,敬得,1
main_fit,敬的,敬的的,1
main_fit,敬的,敬德,1
main_fit,敬的,京的,1
main_fit,敬的,敬 的,1
main_fit,敬的,敬的,1
main_fit,敬的,经的,1
main_fit,敬的,敬敬的,1
main_fit,x折,x折折,1
main_fit,x折,x这,1
main_fit,x折,x着,1
main_fit,x折,x 折,1
main_fit,x折,x折,1
main_fit,x折,xx折,1
main_fit,新老,新老,1
main_fit,新老,新 老,1
main_fit,新老,新牢,1
main_fit,新老,新老老,1
main_fit,新老,新劳,1
main_fit,新老,新新老,1
main_fit,新老,信老,1
main_fit,新老,心老,1
main_fit,三八,三八,1
main_fit,三八,三八八,1
main_fit,三八,散八,1
main_fit,三八,三把,1
main_fit,三八,三三八,1
main_fit,三八,三吧,1
main_fit,三八,三 八,1
main_fit,三八,伞八,1
main_fit,女节,女女节,1
main_fit,女节,女结,1
main_fit,女节,女接,1
main_fit,女节,女节节,1
main_fit,女节,女节,1
main_fit,女节,女 节,1
main_fit,送xx,送xx,1
main_fit,送xx,送 x x,1
main_fit,送xx,送 xx,1
main_fit,送xx,松xx,1
main_fit,送xx,送xxx,1
main_fit,送xx,送送xx,1
main_fit,送xx,送x-x,1
main_fit,送xx,送x x,1
main_fit,送xx,送-xx,1
main_fit,送xx,讼xx,1
main_fit,"好,我是","好,沃是",1
main_fit,"好,我是","好,我 是",1
main_fit,"好,我是","好,我是",1
main_fit,"好,我是","好 ,我是",1
main_fit,"好,我是","好好,我是",1
main_fit,"好,我是","豪,我是",1
main_fit,"好,我是","好,我时",1
main_fit,"好,我是","好 , 我 是",1
main_fit,"好,我是","号,我是",1
main_fit,"好,我是","好,我市",1
main_fit,"好,我是","好,卧是",1
main_fit,满x,慢x,1
main_fit,满x,满x,1
main_fit,满x,满xx,1
main_fit,满x,满满x,1
main_fit,满x,漫x,1
main_fit,满x,满 x,1
main_fit,妇女节,服女节,1
main_fit,妇女节,妇女-节,1
main_fit,妇女节,妇女节,1
main_fit,妇女节,妇女 节,1
main_fit,妇女节,妇妇女节,1
main_fit,妇女节,府女节,1
main_fit,妇女节,妇-女节,1
main_fit,妇女节,妇女女节,1
main_fit,妇女节,妇女接,1
main_fit,妇女节,妇 女节,1
main_fit,妇女节,妇女结,1
main_fit,妇女节,妇 女 节,1
main_fit,元宵,元小,1
main_fit,元宵,院宵,1
main_fit,元宵,元宵宵,1
main_fit,元宵,员宵,1
main_fit,元宵,元 宵,1
main_fit,元宵,元宵,1
main_fit,元宵,元消,1
main_fit,元宵,元元宵,1
main_fit,满xx,满x x,1
main_fit,满xx,满 x x,1
main_fit,满xx,满x-x,1
main_fit,满xx,慢xx,1
main_fit,满xx,满-xx,1
main_fit,满xx,满满xx,1
main_fit,满xx,漫xx,1
main_fit,满xx,满 xx,1
main_fit,满xx,满xxx,1
main_fit,询x,询 x,1
main_fit,询x,询询x,1
main_fit,询x,讯x,1
main_fit,询x,询x,1
main_fit,询x,询xx,1
main_fit,询x,训x,1
main_fit,询xx,询 xx,1
main_fit,询xx,讯xx,1
main_fit,询xx,训xx,1
main_fit,询xx,询xxx,1
main_fit,询xx,询询xx,1
main_fit,询xx,询x x,1
main_fit,询xx,询-xx,1
main_fit,询xx,询x-x,1
main_fit,询xx,询 x x,1
main_fit,询xxx,询 x x x,1
main_fit,询xxx,询 xxx,1
main_fit,询xxx,询询xxx,1
main_fit,询xxx,询xx-x,1
main_fit,询xxx,询xxxx,1
main_fit,询xxx,讯xxx,1
main_fit,询xxx,训xxx,1
main_fit,询xxx,询-xxx,1
main_fit,询xxx,询xx x,1
main_fit,满xxx,满xx-x,1
main_fit,满xxx,满 xxx,1
main_fit,满xxx,慢xxx,1
main_fit,满xxx,满xx x,1
main_fit,满xxx,满 x x x,1
main_fit,满xxx,满满xxx,1
main_fit,满xxx,满xxxx,1
main_fit,满xxx,漫xxx,1
main_fit,满xxx,满-xxx,1
main_fit,八节,八结,1
main_fit,八节,八接,1
main_fit,八节,八八节,1
main_fit,八节,吧节,1
main_fit,八节,八节,1
main_fit,八节,把节,1
main_fit,八节,八节节,1
main_fit,八节,八 节,1
main_fit,致电,致 电,1
main_fit,致电,之电,1
main_fit,致电,致电电,1
main_fit,致电,致点,1
main_fit,致电,知电,1
main_fit,致电,致致电,1
main_fit,致电,致店,1
main_fit,致电,致电,1
main_fit,好消,好 消,1
main_fit,好消,好销,1
main_fit,好消,好好消,1
main_fit,好消,好消,1
main_fit,好消,号消,1
main_fit,好消,豪消,1
main_fit,好消,好消消,1
main_fit,好消,好小,1
main_fit,好消息,豪消息,1
main_fit,好消息,好消系,1
main_fit,好消息,好消西,1
main_fit,好消息,好 消息,1
main_fit,好消息,好销息,1
main_fit,好消息,好 消 息,1
main_fit,好消息,好消-息,1
main_fit,好消息,好-消息,1
main_fit,好消息,好消消息,1
main_fit,好消息,好消息,1
main_fit,好消息,好小息,1
main_fit,好消息,好好消息,1
main_fit,好消息,号消息,1
main_fit,好消息,好消 息,1
main_fit,女人节,女人节,1
main_train,优惠,优惠惠,1
main_train,优惠,优会,1
main_train,优惠,优优惠,1
main_train,优惠,优惠,1
main_train,优惠,游惠,1
main_train,优惠,优 惠,1
main_train,优惠,优回,1
main_train,优惠,有惠,1
main_train,您好,您好,1
main_train,您好,您号,1
main_train,您好,您 好,1
main_train,您好,您您好,1
main_train,您好,您好好,1
main_train,您好,您豪,1
main_train,x折,x折折,1
main_train,x折,x这,1
main_train,x折,x着,1
main_train,x折,x 折,1
main_train,x折,x折,1
main_train,x折,xx折,1
main_train,尊敬,尊京,1
main_train,尊敬,樽敬,1
main_train,尊敬,尊敬敬,1
main_train,尊敬,遵敬,1
main_train,尊敬,尊经,1
main_train,尊敬,尊尊敬,1
main_train,尊敬,尊敬,1
main_train,尊敬,尊 敬,1
main_train,尊敬的,尊敬-的,1
main_train,尊敬的,尊-敬的,1
main_train,尊敬的,尊尊敬的,1
main_train,尊敬的,遵敬的,1
main_train,尊敬的,尊敬德,1
main_train,尊敬的,尊敬得,1
main_train,尊敬的,樽敬的,1
main_train,尊敬的,尊 敬 的,1
main_train,尊敬的,尊敬的,1
main_train,尊敬的,尊京的,1
main_train,尊敬的,尊经的,1
main_train,尊敬的,尊敬 的,1
main_train,尊敬的,尊敬敬的,1
main_train,尊敬的,尊 敬的,1
main_train,敬的,敬得,1
main_train,敬的,敬的的,1
main_train,敬的,敬德,1
main_train,敬的,京的,1
main_train,敬的,敬 的,1
main_train,敬的,敬的,1
main_train,敬的,经的,1
main_train,敬的,敬敬的,1
main_train,新老,新老,1
main_train,新老,新 老,1
main_train,新老,新牢,1
main_train,新老,新老老,1
main_train,新老,新劳,1
main_train,新老,新新老,1
main_train,新老,信老,1
main_train,新老,心老,1
main_train,三八,三八,1
main_train,三八,三八八,1
main_train,三八,散八,1
main_train,三八,三把,1
main_train,三八,三三八,1
main_train,三八,三吧,1
main_train,三八,三 八,1
main_train,三八,伞八,1
main_train,"好,我是","好,沃是",1
main_train,"好,我是","好,我 是",1
main_train,"好,我是","好,我是",1
main_train,"好,我是","好 ,我是",1
main_train,"好,我是","好好,我是",1
main_train,"好,我是","豪,我是",1
main_train,"好,我是","好,我时",1
main_train,"好,我是","好 , 我 是",1
main_train,"好,我是","号,我是",1
main_train,"好,我是","好,我市",1
main_train,"好,我是","好,卧是",1
main_train,女节,女女节,1
main_train,女节,女结,1
main_train,女节,女接,1
main_train,女节,女节节,1
main_train,女节,女节,1
main_train,女节,女 节,1
main_train,妇女节,服女节,1
main_train,妇女节,妇女-节,1
main_train,妇女节,妇女节,1
main_train,妇女节,妇女 节,1
main_train,妇女节,妇妇女节,1
main_train,妇女节,府女节,1
main_train,妇女节,妇-女节,1
main_train,妇女节,妇女女节,1
main_train,妇女节,妇女接,1
main_train,妇女节,妇 女节,1
main_train,妇女节,妇女结,1
main_train,妇女节,妇 女 节,1
main_train,送xx,送xx,1
main_train,送xx,送 x x,1
main_train,送xx,送 xx,1
main_train,送xx,松xx,1
main_train,送xx,送xxx,1
main_train,送xx,送送xx,1
main_train,送xx,送x-x,1
main_train,送xx,送x x,1
main_train,送xx,送-xx,1
main_train,送xx,讼xx,1
main_train,满x,慢x,1
main_train,满x,满x,1
main_train,满x,满xx,1
main_train,满x,满满x,1
main_train,满x,漫x,1
main_train,满x,满 x,1
main_train,好消,好 消,1
main_train,好消,好销,1
main_train,好消,好好消,1
main_train,好消,好消,1
main_train,好消,号消,1
main_train,好消,豪消,1
main_train,好消,好消消,1
main_train,好消,好小,1
main_train,好消息,豪消息,1
main_train,好消息,好消系,1
main_train,好消息,好消西,1
main_train,好消息,好 消息,1
main_train,好消息,好销息,1
main_train,好消息,好 消 息,1
main_train,好消息,好消-息,1
main_train,好消息,好-消息,1
main_train,好消息,好消消息,1
main_train,好消息,好消息,1
main_train,好消息,好小息,1
main_train,好消息,好好消息,1
main_train,好消息,号消息,1
main_train,好消息,好消 息,1
main_train,八节,八结,1
main_train,八节,八接,1
main_train,八节,八八节,1
main_train,八节,吧节,1
main_train,八节,八节,1
main_train,八节,把节,1
main_train,八节,八节节,1
main_train,八节,八 节,1
main_train,女人节,女人节,1
main_train,女人节,女人人节,1
main_train,女人节,女 人 节,1
main_train,女人节,女认节,1
main_train,女人节,女人接,1
main_train,女人节,女人结,1
main_train,女人节,女 人节,1
main_train,女人节,女人-节,1
main_train,女人节,女-人节,1
main_train,女人节,女人 节,1
main_train,女人节,女女人节,1
main_train,女人节,女任节,1
main_train,满xx,满x x,1
main_train,满xx,满 x x,1
main_train,满xx,满x-x,1
main_train,满xx,慢xx,1
main_train,满xx,满-xx,1
main_train,满xx,满满xx,1
main_train,满xx,漫xx,1
main_train,满xx,满 xx,1
main_train,满xx,满xxx,1
main_train,致电,致 电,1
main_train,致电,只电,1
main_train,致电,之电,1
main_train,致电,致电电,1
main_train,致电,致点,1
main_train,致电,致致电,1
main_train,致电,致店,1
main_train,致电,致电,1
main_train,谢您,谢谢您,1
main_train,谢您,些您,1
main_train,谢您,协您,1
main_train,谢您,谢您,1
main_train,谢您,谢 您,1
main_train,谢您,谢您您,1
main_train,元宵,元小,1
main_train,元宵,院宵,1
main_train,元宵,元宵宵,1
main_train,元宵,员宵,1
main_train,元宵,元 宵,1
main_train,元宵,元宵,1
main_train,元宵,元消,1
main_train,元宵,元元宵,1
main_train,满xxx,满xx-x,1
main_train,满xxx,满 xxx,1
main_train,满xxx,慢xxx,1
main_train,满xxx,满xx x,1
main_train,满xxx,满 x x x,1
main_train,满xxx,满满xxx,1
main_train,满xxx,满xxxx,1
main_train,满xxx,漫xxx,1
main_train,满xxx,满-xxx,1
main_train,三八节,三-八节,1
main_train,三八节,三三八节,1
main_train,三八节,散八节,1
main_train,三八节,三八接,1
main_train,三八节,三八-节,1
main_train,三八节,三八 节,1
main_train,三八节,三八结,1
multisource_fit,lace,l ace,1
multisource_fit,lace,l a c e,1
multisource_fit,lace,lac e,1
multisource_fit,lace,l-ace,1
multisource_fit,lace,lace,1
multisource_fit,lace,laace,1
multisource_fit,lace,lac-e,1
multisource_fit,lace,llace,1
multisource_fit,plac,p-lac,1
multisource_fit,plac,plac,1
multisource_fit,plac,pllac,1
multisource_fit,plac,pla c,1
multisource_fit,plac,pla-c,1
multisource_fit,plac,p lac,1
multisource_fit,plac,pplac,1
multisource_fit,plac,p l a c,1
multisource_fit,dig,dig,1
multisource_fit,dig,d ig,1
multisource_fit,dig,ddig,1
multisource_fit,dig,di g,1
multisource_fit,dig,di-g,1
multisource_fit,dig,d-ig,1
multisource_fit,dig,d i g,1
multisource_fit,dig,diig,1
multisource_fit,digi,d i g i,1
multisource_fit,digi,dig-i,1
multisource_fit,digi,d igi,1
multisource_fit,digi,ddigi,1
multisource_fit,digi,diigi,1
multisource_fit,digi,d-igi,1
multisource_fit,digi,digi,1
multisource_fit,digi,dig i,1
multisource_fit,igit,i git,1
multisource_fit,igit,igi t,1
multisource_fit,igit,iggit,1
multisource_fit,igit,i g i t,1
multisource_fit,igit,iigit,1
multisource_fit,igit,igi-t,1
multisource_fit,igit,i-git,1
multisource_fit,igit,igit,1
multisource_fit,尊敬,尊京,1
multisource_fit,尊敬,樽敬,1
multisource_fit,尊敬,尊敬敬,1
multisource_fit,尊敬,遵敬,1
multisource_fit,尊敬,尊经,1
multisource_fit,尊敬,尊尊敬,1
multisource_fit,尊敬,尊敬,1
multisource_fit,尊敬,尊 敬,1
multisource_fit,尊敬的,尊敬-的,1
multisource_fit,尊敬的,尊-敬的,1
multisource_fit,尊敬的,尊尊敬的,1
multisource_fit,尊敬的,遵敬的,1
multisource_fit,尊敬的,尊敬德,1
multisource_fit,尊敬的,尊敬得,1
multisource_fit,尊敬的,樽敬的,1
multisource_fit,尊敬的,尊 敬 的,1
multisource_fit,尊敬的,尊敬的,1
multisource_fit,尊敬的,尊京的,1
multisource_fit,尊敬的,尊经的,1
multisource_fit,尊敬的,尊敬 的,1
multisource_fit,尊敬的,尊敬敬的,1
multisource_fit,尊敬的,尊 敬的,1
multisource_fit,敬的,敬得,1
multisource_fit,敬的,敬的的,1
multisource_fit,敬的,敬德,1
multisource_fit,敬的,京的,1
multisource_fit,敬的,敬 的,1
multisource_fit,敬的,敬的,1
multisource_fit,敬的,经的,1
multisource_fit,敬的,敬敬的,1
multisource_fit,退订,退退订,1
multisource_fit,退订,退订,1
multisource_fit,退订,推订,1
multisource_fit,退订,退定,1
multisource_fit,退订,腿订,1
multisource_fit,退订,退订订,1
multisource_fit,退订,退顶,1
multisource_fit,退订,退 订,1
multisource_fit,git元,g-it元,1
multisource_fit,git元,git 元,1
multisource_fit,git元,g i t 元,1
multisource_fit,git元,git元,1
multisource_fit,git元,g it元,1
multisource_fit,git元,ggit元,1
multisource_fit,git元,git员,1
multisource_fit,git元,git-元,1
multisource_fit,git元,giit元,1
multisource_fit,git元,git院,1
multisource_fit,it元,i t元,1
multisource_fit,it元,it 元,1
multisource_fit,it元,it员,1
multisource_fit,it元,iit元,1
multisource_fit,it元,it元,1
multisource_fit,it元,i t 元,1
multisource_fit,it元,i-t元,1
multisource_fit,it元,it-元,1
multisource_fit,it元,it院,1
multisource_fit,it元,itt元,1
multisource_fit,t元,t院,1
multisource_fit,t元,t元,1
multisource_fit,t元,tt元,1
multisource_fit,t元,t元元,1
multisource_fit,t元,t 元,1
multisource_fit,t元,t员,1
multisource_fit,igi,iggi,1
multisource_fit,igi,i-gi,1
multisource_fit,igi,ig i,1
multisource_fit,igi,i gi,1
multisource_fit,igi,iigi,1
multisource_fit,igi,ig-i,1
multisource_fit,igi,igi,1
multisource_fit,igi,i g i,1
multisource_fit,url,urrl,1
multisource_fit,url,u-rl,1
multisource_fit,url,u r l,1
multisource_fit,url,url,1
multisource_fit,url,ur-l,1
multisource_fit,url,uurl,1
multisource_fit,url,ur l,1
multisource_fit,url,u rl,1
multisource_fit,git,g it,1
multisource_fit,git,gi t,1
multisource_fit,git,ggit,1
multisource_fit,git,g i t,1
multisource_fit,git,giit,1
multisource_fit,git,gi-t,1
multisource_fit,git,git,1
multisource_fit,git,g-it,1
multisource_fit,t.me,tt.me,1
multisource_fit,t.me,t . m e,1
multisource_fit,t.me,t.m e,1
multisource_fit,t.me,t.me,1
multisource_fit,t.me,t .me,1
multisource_fit,http,h t t p,1
multisource_fit,http,http,1
multisource_fit,http,htt-p,1
multisource_fit,http,htt p,1
multisource_fit,http,hhttp,1
multisource_fit,http,htttp,1
multisource_fit,http,h ttp,1
multisource_fit,http,h-ttp,1
multisource_fit,lac,laac,1
multisource_fit,lac,lac,1
multisource_fit,lac,la c,1
multisource_fit,lac,l-ac,1
multisource_fit,lac,la-c,1
multisource_fit,lac,l ac,1
multisource_fit,lac,llac,1
multisource_fit,lac,l a c,1
multisource_fit,tps,t ps,1
multisource_fit,tps,tpps,1
multisource_fit,tps,tps,1
multisource_fit,tps,t p s,1
multisource_fit,tps,tp-s,1
multisource_fit,tps,t-ps,1
multisource_fit,tps,ttps,1
multisource_fit,tps,tp s,1
multisource_fit,tps:,tps:,1
multisource_fit,tps:,ttps:,1
multisource_fit,tps:,tpps:,1
multisource_fit,tps:,tps :,1
multisource_fit,tps:,t p s :,1
multisource_fit,tps:,t ps:,1
multisource_fit,ttps,tttps,1
multisource_fit,ttps,ttp s,1
multisource_fit,ttps,ttp-s,1
multisource_fit,ttps,t-tps,1
multisource_fit,ttps,t t p s,1
multisource_fit,ttps,t tps,1
multisource_fit,name,nam-e,1
multisource_fit,name,naame,1
multisource_fit,name,n ame,1
multisource_fit,name,name,1
multisource_fit,name,n-ame,1
multisource_fit,name,n a m e,1
multisource_fit,name,nam e,1
multisource_fit,name,nname,1
multisource_fit,ellp,ell-p,1
multisource_fit,ellp,e-llp,1
multisource_fit,ellp,elllp,1
multisource_fit,ellp,ellp,1
multisource_fit,ellp,ell p,1
multisource_fit,ellp,eellp,1
multisource_fit,ellp,e llp,1
multisource_fit,ellp,e l l p,1
multisource_fit,llp,ll-p,1
multisource_fit,llp,l-lp,1
multisource_fit,llp,l lp,1
multisource_fit,llp,lllp,1
multisource_fit,llp,ll p,1
multisource_fit,llp,llp,1
multisource_fit,llp,l l p,1
multisource_fit,llph,lllph,1
multisource_fit,llph,l lph,1
multisource_fit,llph,llp h,1
multisource_fit,llph,llp-h,1
multisource_fit,llph,llph,1
multisource_fit,llph,l l p h,1
multisource_fit,llph,l-lph,1
multisource_fit,lph,l ph,1
multisource_train,lace,l ace,1
multisource_train,lace,l a c e,1
multisource_train,lace,lac e,1
multisource_train,lace,l-ace,1
multisource_train,lace,lace,1
multisource_train,lace,laace,1
multisource_train,lace,lac-e,1
multisource_train,lace,llace,1
multisource_train,plac,p-lac,1
multisource_train,plac,plac,1
multisource_train,plac,pllac,1
multisource_train,plac,pla c,1
multisource_train,plac,pla-c,1
multisource_train,plac,p lac,1
multisource_train,plac,pplac,1
multisource_train,plac,p l a c,1
multisource_train,dig,dig,1
multisource_train,dig,d ig,1
multisource_train,dig,ddig,1
multisource_train,dig,di g,1
multisource_train,dig,di-g,1
multisource_train,dig,d-ig,1
multisource_train,dig,d i g,1
multisource_train,dig,diig,1
multisource_train,digi,d i g i,1
multisource_train,digi,dig-i,1
multisource_train,digi,d igi,1
multisource_train,digi,ddigi,1
multisource_train,digi,diigi,1
multisource_train,digi,d-igi,1
multisource_train,digi,digi,1
multisource_train,digi,dig i,1
multisource_train,igit,i git,1
multisource_train,igit,igi t,1
multisource_train,igit,iggit,1
multisource_train,igit,i g i t,1
multisource_train,igit,iigit,1
multisource_train,igit,igi-t,1
multisource_train,igit,i-git,1
multisource_train,igit,igit,1
multisource_train,尊敬,尊京,1
multisource_train,尊敬,樽敬,1
multisource_train,尊敬,尊敬敬,1
multisource_train,尊敬,遵敬,1
multisource_train,尊敬,尊经,1
multisource_train,尊敬,尊尊敬,1
multisource_train,尊敬,尊敬,1
multisource_train,尊敬,尊 敬,1
multisource_train,尊敬的,尊敬-的,1
multisource_train,尊敬的,尊-敬的,1
multisource_train,尊敬的,尊尊敬的,1
multisource_train,尊敬的,遵敬的,1
multisource_train,尊敬的,尊敬德,1
multisource_train,尊敬的,尊敬得,1
multisource_train,尊敬的,樽敬的,1
multisource_train,尊敬的,尊 敬 的,1
multisource_train,尊敬的,尊敬的,1
multisource_train,尊敬的,尊京的,1
multisource_train,尊敬的,尊经的,1
multisource_train,尊敬的,尊敬 的,1
multisource_train,尊敬的,尊敬敬的,1
multisource_train,尊敬的,尊 敬的,1
multisource_train,敬的,敬得,1
multisource_train,敬的,敬的的,1
multisource_train,敬的,敬德,1
multisource_train,敬的,京的,1
multisource_train,敬的,敬 的,1
multisource_train,敬的,敬的,1
multisource_train,敬的,经的,1
multisource_train,敬的,敬敬的,1
multisource_train,退订,退退订,1
multisource_train,退订,退订,1
multisource_train,退订,推订,1
multisource_train,退订,退定,1
multisource_train,退订,腿订,1
multisource_train,退订,退订订,1
multisource_train,退订,退顶,1
multisource_train,退订,退 订,1
multisource_train,t元,t院,1
multisource_train,t元,t元,1
multisource_train,t元,tt元,1
multisource_train,t元,t元元,1
multisource_train,t元,t 元,1
multisource_train,t元,t员,1
multisource_train,git元,g-it元,1
multisource_train,git元,git 元,1
multisource_train,git元,g i t 元,1
multisource_train,git元,git元,1
multisource_train,git元,g it元,1
multisource_train,git元,ggit元,1
multisource_train,git元,git员,1
multisource_train,git元,git-元,1
multisource_train,git元,giit元,1
multisource_train,git元,git院,1
multisource_train,it元,i t元,1
multisource_train,it元,it 元,1
multisource_train,it元,it员,1
multisource_train,it元,iit元,1
multisource_train,it元,it元,1
multisource_train,it元,i t 元,1
multisource_train,it元,i-t元,1
multisource_train,it元,it-元,1
multisource_train,it元,it院,1
multisource_train,it元,itt元,1
multisource_train,git,g it,1
multisource_train,git,gi t,1
multisource_train,git,ggit,1
multisource_train,git,g i t,1
multisource_train,git,giit,1
multisource_train,git,gi-t,1
multisource_train,git,git,1
multisource_train,git,g-it,1
multisource_train,igi,iggi,1
multisource_train,igi,i-gi,1
multisource_train,igi,ig i,1
multisource_train,igi,i gi,1
multisource_train,igi,iigi,1
multisource_train,igi,ig-i,1
multisource_train,igi,igi,1
multisource_train,igi,i g i,1
multisource_train,t.me,tt.me,1
multisource_train,t.me,t . m e,1
multisource_train,t.me,t.m e,1
multisource_train,t.me,t.me,1
multisource_train,t.me,t .me,1
multisource_train,lac,laac,1
multisource_train,lac,lac,1
multisource_train,lac,la c,1
multisource_train,lac,l-ac,1
multisource_train,lac,la-c,1
multisource_train,lac,l ac,1
multisource_train,lac,llac,1
multisource_train,lac,l a c,1
multisource_train,http,h t t p,1
multisource_train,http,http,1
multisource_train,http,htt-p,1
multisource_train,http,htt p,1
multisource_train,http,hhttp,1
multisource_train,http,htttp,1
multisource_train,http,h ttp,1
multisource_train,http,h-ttp,1
multisource_train,name,nam-e,1
multisource_train,name,naame,1
multisource_train,name,n ame,1
multisource_train,name,name,1
multisource_train,name,n-ame,1
multisource_train,name,n a m e,1
multisource_train,name,nam e,1
multisource_train,name,nname,1
multisource_train,户您,湖您,1
multisource_train,户您,护您,1
multisource_train,户您,户户您,1
multisource_train,户您,户 您,1
multisource_train,户您,户您,1
multisource_train,户您,户您您,1
multisource_train,tps,t ps,1
multisource_train,tps,tpps,1
multisource_train,tps,tps,1
multisource_train,tps,t p s,1
multisource_train,tps,tp-s,1
multisource_train,tps,t-ps,1
multisource_train,tps,ttps,1
multisource_train,tps,tp s,1
multisource_train,tps:,tps:,1
multisource_train,tps:,ttps:,1
multisource_train,tps:,tpps:,1
multisource_train,tps:,tps :,1
multisource_train,tps:,t p s :,1
multisource_train,tps:,t ps:,1
multisource_train,ttps,tttps,1
multisource_train,ttps,ttp s,1
multisource_train,ttps,ttp-s,1
multisource_train,ttps,t-tps,1
multisource_train,ttps,t t p s,1
multisource_train,ttps,t tps,1
multisource_train,llp,ll-p,1
multisource_train,llp,l-lp,1
multisource_train,llp,l lp,1
multisource_train,llp,lllp,1
multisource_train,llp,ll p,1
multisource_train,llp,llp,1
multisource_train,llp,l l p,1
multisource_train,ellp,ell-p,1
multisource_train,ellp,e-llp,1
multisource_train,ellp,elllp,1
multisource_train,ellp,ellp,1
multisource_train,ellp,ell p,1
multisource_train,ellp,eellp,1
multisource_train,ellp,e llp,1
multisource_train,ellp,e l l p,1
multisource_train,llph,lllph,1
multisource_train,llph,l lph,1
multisource_train,llph,llp h,1
multisource_train,llph,llp-h,1
multisource_train,llph,llph,1
multisource_train,llph,l l p h,1
multisource_train,llph,l-lph,1
multisource_train,lph,l ph,1
multisource_train,lph,l-ph,1
multisource_train,lph,lp-h,1
